invoice_id,vendor_id,po_id,contract_id,processor_id,market,currency,invoice_date,invoice_receipt_date,invoice_amount,invoice_payment_term,invoice_priority,approval_status,scenario_label,vendor_name,vendor_category,vendor_country,vendor_payment_term,vendor_risk_rating,historical_early_payment_rate,po_payment_term,po_amount,buying_team,contract_payment_term,agreement_type,sap_due_date,sap_payment_release_date,payment_status,payment_method,queue_entry_date,queue_age_days,workflow_status,workflow_notes,manual_override_flag,sap_error_code,time_of_day,processor_name,team,avg_daily_volume,historical_manual_override_rate,historical_early_release_rate,upr_flag,upr_reason,upr_approval_status,upr_requested_by,upr_documented_flag,source_of_truth_payment_term,contractual_due_date,recommended_release_date,days_to_contractual_due_date,days_paid_early,early_payment_flag,payment_term_mismatch_flag,po_invoice_term_delta,sap_contract_due_date_delta,vendor_early_payment_rate,processor_early_release_rate,processor_manual_override_rate,month_end_flag,weekend_release_flag,high_value_invoice_flag,upr_missing_but_early_flag,sap_error_present_flag,market_risk_score,workflow_risk_signal,approval_risk_score,amount_log,amount_band,root_cause_label,invoice_month,rule_based_term,rule_based_recommended_release_date,target_adjustment_days,true_recommended_release_date,predicted_adjustment_days,override_confidence,risk_score,predicted_root_cause,rule_flags,rule_flag_count,recommended_action,status,risk_band,risk_explanation,root_cause_narrative,is_flagged
INV00003853,V00040,PO0000688,CT000040,P0073,Germany,MXN,2025-05-25,2025-05-29,14762.28,60,Low,Approved,CORA_SAP_SYSTEM_ERROR,"Bishop, Villarreal and Reyes",Marketing,Germany,60,Medium,0.6272,60,47780.5,Foods,60,Strategic,2025-07-14,2025-06-25,Queued,NEFT,2025-05-29,5,Approved,Cora/SAP date logic issue detected with code NONE; payment term mapping requires review.,0,NONE,Morning,Processor 073,AP Europe,108,0.0363,0.2674,0,,Not Applicable,,0,60,2025-07-28,2025-07-31,33,33,1,0,0,-14,0.6272,0.2674,0.0363,1,0,0,1,0,0.18,0.65,0.2,9.599898295688986,Medium,System error,2025-06,60,2025-07-28,4,2025-08-01,3,0.8333,0.4787405674623876,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; Repeat vendor early payment pattern,5,HOLD,Review Required,Medium,"Invoice INV00003853 has been flagged because it is scheduled to release 33 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 62.7%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00003855,V00077,PO0000151,CT000077,P0041,USA,BRL,2026-03-05,2026-03-07,1514613.36,45,High,Pending,HIGH_VALUE_MANUAL_OVERRIDE,Vaughn-Williams,IT Services,USA,45,Low,0.2447,45,53804.21,Corporate,45,Standard,2026-04-21,2026-04-02,Queued,ACH,2026-03-10,1,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 041,AP Africa,52,0.3611,0.47,0,,Not Applicable,,0,45,2026-04-21,2026-04-22,19,19,1,0,0,0,0.2447,0.47,0.3611,0,0,1,1,0,0.25,0.7,0.55,14.230671416668017,Very High,Behavioural,2026-04,45,2026-04-21,1,2026-04-22,1,1.0,0.7953342729633729,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override; High-value early payment,5,HOLD,Review Required,High,"Invoice INV00003855 has been flagged because it is scheduled to release 19 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 24.5%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00003856,V00009,PO0000981,CT000009,P0036,India,EUR,2025-08-18,2025-08-21,4701.54,30,High,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,"Bernard, Hernandez and Carrillo",Logistics,India,30,Low,0.0679,30,44886.17,Nutrition,30,Strategic,2025-09-20,2025-08-15,Queued,Wire,2025-08-22,31,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 036,AP India,167,0.3129,0.482,0,,Not Applicable,,0,30,2025-09-20,2025-09-20,36,36,1,0,0,0,0.0679,0.482,0.3129,0,0,0,1,0,0.35,0.7,0.2,8.455858067252779,Low,Behavioural,2025-08,30,2025-09-20,-4,2025-09-16,0,0.3333,0.8847892680876831,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override,4,HOLD,Review Required,Critical,"Invoice INV00003856 has been flagged because it is scheduled to release 36 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 6.8%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00003857,V00147,PO0000963,CT000147,P0003,USA,MXN,2025-04-04,2025-04-08,86533.92,60,Critical,Rejected,NORMAL_ON_TIME,"Myers, Smith and Floyd",Marketing,USA,60,Low,0.02,45,6237.28,Nutrition,60,Standard,2025-06-07,2025-05-29,Queued,ACH,2025-04-11,11,Pending,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon,Processor 003,AP India,167,0.2263,0.2599,0,,Not Applicable,,0,60,2025-06-07,2025-06-09,9,9,1,1,-15,0,0.02,0.2599,0.2263,1,0,1,1,0,0.25,0.6,0.1,11.368303310877248,Very High,Behavioural,2025-05,60,2025-06-07,1,2025-06-08,2,0.8333,0.5460469319774987,Insufficient audit trail,Release before contractual due date; UPR missing but paid early; PO/invoice payment term mismatch; High-value early payment,4,ESCALATE,Escalated,Medium,"Invoice INV00003857 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 2.0%. Recommended action: ESCALATE.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
INV00003858,V00244,PO0000514,CT000244,P0012,Brazil,BRL,2025-12-20,2025-12-21,122917.82,30,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE,Williams-Martin,Logistics,Brazil,30,Medium,0.2233,30,103281.38,Foods,30,Standard,2026-01-20,2025-12-28,Queued,ACH,2025-12-22,17,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Morning,Processor 012,AP India,180,0.5169,0.3741,0,,Not Applicable,,0,30,2026-01-20,2026-01-21,23,23,1,0,0,0,0.2233,0.3741,0.5169,1,1,1,1,0,0.42,0.7,0.2,11.719279416458676,Very High,Behavioural,2025-12,30,2026-01-20,1,2026-01-21,1,1.0,0.7765140012584876,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override; High-value early payment,5,HOLD,Review Required,High,"Invoice INV00003858 has been flagged because it is scheduled to release 23 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 22.3%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00003863,V00307,PO0000183,CT000307,P0064,UK,MXN,2026-03-21,2026-03-26,51222.94,30,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE,Pratt Ltd,Packaging,UK,30,Medium,0.1486,30,155341.76,Foods,45,Strategic,2026-05-10,2026-04-30,Held,ACH,2026-03-26,9,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 064,AP Africa,75,0.3606,0.4673,0,,Not Applicable,,0,45,2026-05-10,2026-05-10,10,10,1,0,0,0,0.1486,0.4673,0.3606,1,0,0,1,0,0.22,0.7,0.2,10.843962279872011,Very High,Behavioural,2026-04,45,2026-05-10,-1,2026-05-09,0,0.8333,0.749686490326571,Behavioural,Release before contractual due date; UPR missing but paid early; Manual override,3,APPROVE,Ready to Release,High,"Invoice INV00003863 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 14.9%. Recommended action: APPROVE.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00003864,V00071,PO0000493,CT000071,P0029,USA,IDR,2026-01-08,2026-01-09,26176.56,60,Critical,Pending,CORA_SAP_SYSTEM_ERROR,Welch and Sons,Raw Materials,USA,60,Medium,0.2086,60,56715.55,Ice Cream,60,Standard,2026-02-24,2026-02-02,Queued,ACH,2026-01-09,0,Released,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Evening,Processor 029,AP Americas,158,0.3055,0.1141,0,,Not Applicable,,0,60,2026-03-10,2026-03-14,36,36,1,0,0,-14,0.2086,0.1141,0.3055,0,0,0,1,1,0.25,0.65,0.55,10.172657834203685,High,System error,2026-02,60,2026-03-10,3,2026-03-13,4,0.8333,0.8311875540583655,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract,4,HOLD,Review Required,Critical,"Invoice INV00003864 has been flagged because it is scheduled to release 36 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 20.9%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00003866,V00076,PO0001029,CT000076,P0040,USA,GBP,2025-02-08,2025-02-10,16321.28,45,High,Pending,BEHAVIOURAL_QUEUE_CLEARANCE,"Avery, Jordan and Smith",Facilities,USA,45,High,0.2506,45,27399.98,Corporate,45,Standard,2025-03-27,2025-03-09,Queued,ACH,2025-02-12,21,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night,Processor 040,AP Europe,48,0.3109,0.5052,0,,Not Applicable,,0,45,2025-03-27,2025-03-27,18,18,1,0,0,0,0.2506,0.5052,0.3109,0,1,0,1,0,0.25,0.7,0.55,9.700286324642493,Medium,Behavioural,2025-03,45,2025-03-27,1,2025-03-28,0,0.8333,0.9195579543924217,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override; Repeat vendor early payment pattern,5,HOLD,Review Required,Critical,"Invoice INV00003866 has been flagged because it is scheduled to release 18 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 25.1%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00003868,V00298,PO0000623,CT000298,P0013,South Africa,BRL,2026-01-25,2026-01-27,14462.57,30,Medium,Approved,REPEAT_VENDOR_PATTERN,Williams-Lane,Logistics,South Africa,30,Low,0.431,30,37252.32,Nutrition,30,Standard,2026-02-26,2026-02-05,Queued,SEPA,2026-01-29,12,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Evening,Processor 013,AP LATAM,67,0.2652,0.5377,0,,Not Applicable,,0,30,2026-02-26,2026-02-27,21,21,1,0,0,0,0.431,0.5377,0.2652,0,0,0,1,0,0.4,0.6,0.2,9.579388353207742,Medium,Behavioural,2026-02,30,2026-02-26,1,2026-02-27,1,1.0,0.40728469107714743,Insufficient audit trail,Release before contractual due date; 15+ days early; UPR missing but paid early; Repeat vendor early payment pattern,4,HOLD,Review Required,Medium,"Invoice INV00003868 has been flagged because it is scheduled to release 21 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 43.1%. Recommended action: HOLD.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
INV00003869,V00419,PO0000091,CT000419,P0036,USA,MXN,2025-08-04,2025-08-07,166563.0,45,Critical,Approved,HIGH_VALUE_MANUAL_OVERRIDE,Miles Ltd,Professional Services,USA,30,Low,0.1282,30,62358.18,Home Care,30,Standard,2025-09-08,2025-08-20,Queued,Wire,2025-08-11,5,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 036,AP India,167,0.3129,0.482,0,,Not Applicable,,0,30,2025-09-06,2025-09-08,17,17,1,1,-15,2,0.1282,0.482,0.3129,0,0,1,1,0,0.25,0.7,0.2,12.023134898930268,Very High,Behavioural,2025-08,30,2025-09-06,2,2025-09-08,2,1.0,0.8989136393444539,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; PO/invoice payment term mismatch; Manual override; High-value early payment,6,HOLD,Review Required,Critical,"Invoice INV00003869 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 12.8%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00003871,V00399,PO0000520,CT000399,P0056,UK,BRL,2026-01-22,2026-01-29,9698.71,60,Low,Pending,CORA_SAP_SYSTEM_ERROR,"Brewer, Roberts and Wood",Raw Materials,UK,60,Low,0.362,90,12070.43,Ice Cream,60,Standard,2026-03-30,2026-03-18,Queued,ACH,2026-01-30,2,Pending,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,1,CORA_SYNC_ERR,Morning,Processor 056,AP Africa,104,0.0713,0.3449,0,,Not Applicable,,0,60,2026-03-30,2026-04-05,12,12,1,1,30,0,0.362,0.3449,0.0713,0,0,0,1,1,0.22,0.65,0.55,9.179851267137336,Medium,System error,2026-03,60,2026-03-30,8,2026-04-07,6,0.6667,0.7345935905031614,System error,Release before contractual due date; UPR missing but paid early; PO/invoice payment term mismatch; Manual override; Repeat vendor early payment pattern,5,DEFER,Deferred,High,"Invoice INV00003871 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 36.2%. Recommended action: DEFER.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00003874,V00209,PO0000482,CT000209,P0041,India,MXN,2025-08-22,2025-08-22,18009.89,45,Medium,Approved,NORMAL_ON_TIME,Walker PLC,Packaging,India,45,Medium,0.1409,60,30006.54,Home Care,45,Strategic,2025-10-06,2025-10-08,Queued,ACH,2025-08-22,9,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Evening,Processor 041,AP Africa,52,0.3611,0.47,0,,Not Applicable,,0,45,2025-10-06,2025-10-08,-2,0,0,1,15,0,0.1409,0.47,0.3611,0,0,0,0,0,0.35,0.0,0.2,9.798731853939584,High,Not applicable / on-time,2025-10,45,2025-10-06,0,2025-10-06,2,0.6667,0.6642659766950519,Not applicable / on-time,PO/invoice payment term mismatch; Manual override,2,APPROVE,Ready to Release,High,"Invoice INV00003874 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 14.1%. Recommended action: APPROVE.",No early-payment root cause is required because the invoice is not scheduled before the contractual due date.,1
INV00003878,V00062,PO0000451,CT000062,P0014,Brazil,INR,2025-05-03,2025-05-07,26053.58,30,Critical,Approved,CORA_SAP_SYSTEM_ERROR,"Jimenez, Long and Washington",Logistics,Brazil,30,Low,0.0812,30,48881.14,Home Care,30,Standard,2025-05-23,2025-05-13,Queued,ACH,2025-05-11,10,Pending,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Evening,Processor 014,AP Europe,175,0.0759,0.211,0,,Not Applicable,,0,30,2025-06-06,2025-06-10,24,24,1,0,0,-14,0.0812,0.211,0.0759,0,0,0,1,1,0.42,0.65,0.2,10.1679488474667,High,System error,2025-05,30,2025-06-06,6,2025-06-12,4,0.6667,0.8319163822038186,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract,4,HOLD,Review Required,Critical,"Invoice INV00003878 has been flagged because it is scheduled to release 24 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 8.1%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00003879,V00214,PO0000256,CT000214,P0061,South Africa,INR,2025-08-24,2025-08-28,18606.44,30,High,Pending,REPEAT_VENDOR_PATTERN,Schwartz and Sons,Facilities,South Africa,30,Low,0.502,60,76344.69,Beauty,30,Standard,2025-09-27,2025-09-05,Queued,NEFT,2025-08-29,4,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon,Processor 061,AP Africa,92,0.1884,0.0908,0,,Not Applicable,,0,30,2025-09-27,2025-09-29,22,22,1,1,30,0,0.502,0.0908,0.1884,0,0,0,1,0,0.4,0.6,0.55,9.83131677972262,High,Insufficient audit trail,2025-09,30,2025-09-27,0,2025-09-27,2,0.6667,0.3804027140976403,Insufficient audit trail,Release before contractual due date; 15+ days early; UPR missing but paid early; PO/invoice payment term mismatch; Repeat vendor early payment pattern,5,HOLD,Review Required,Medium,"Invoice INV00003879 has been flagged because it is scheduled to release 22 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 50.2%. Recommended action: HOLD.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
INV00003881,V00412,PO0000217,CT000412,P0054,Germany,ZAR,2026-03-12,2026-03-16,103891.97,45,Low,Pending,CORA_SAP_SYSTEM_ERROR,Jordan-Lee,Professional Services,Germany,45,Low,0.1853,45,27355.88,Home Care,30,Standard,2026-04-15,2026-03-31,Queued,Cheque,2026-03-16,3,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Morning,Processor 054,AP Americas,114,0.1187,0.1289,0,,Not Applicable,,0,30,2026-04-15,2026-04-15,15,15,1,0,0,0,0.1853,0.1289,0.1187,1,0,1,1,1,0.18,0.65,0.55,11.551116513585491,Very High,System error,2026-03,30,2026-04-15,8,2026-04-23,5,0.5,0.6571735774638445,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; High-value early payment,4,HOLD,Review Required,High,"Invoice INV00003881 has been flagged because it is scheduled to release 15 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 18.5%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00003883,V00308,PO0001213,CT000308,P0012,Germany,GBP,2025-09-11,2025-09-15,8098.51,30,High,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,"Clements, Curtis and Ward",Facilities,Germany,30,Medium,0.2937,30,43740.65,Beauty,30,Strategic,2025-10-15,2025-09-21,Queued,SEPA,2025-09-19,19,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 012,AP India,180,0.5169,0.3741,0,,Not Applicable,,0,30,2025-10-15,2025-10-15,24,24,1,0,0,0,0.2937,0.3741,0.5169,0,1,0,1,0,0.18,0.7,0.2,8.999558845003545,Low,Behavioural,2025-09,30,2025-10-15,-2,2025-10-13,0,0.6667,0.8590695967463088,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override; Repeat vendor early payment pattern,5,HOLD,Review Required,Critical,"Invoice INV00003883 has been flagged because it is scheduled to release 24 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 29.4%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00003886,V00262,PO0000381,CT000262,P0009,South Africa,INR,2025-10-24,2025-10-27,12119.97,90,Critical,Approved,CORA_SAP_SYSTEM_ERROR,Monroe-Chen,Logistics,South Africa,30,Low,0.2407,30,15306.63,Ice Cream,30,Standard,2025-11-12,2025-11-19,Queued,ACH,2025-10-31,14,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Morning,Processor 009,AP India,50,0.0724,0.1789,0,,Not Applicable,,0,30,2025-11-26,2025-12-02,7,7,1,1,-60,-14,0.2407,0.1789,0.0724,0,0,0,1,1,0.4,0.65,0.2,9.402692289424136,Medium,System error,2025-11,30,2025-11-26,8,2025-12-04,6,0.6667,0.7664596552663484,System error,Release before contractual due date; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch,4,DEFER,Deferred,High,"Invoice INV00003886 has been flagged because it is scheduled to release 7 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 24.1%. Recommended action: DEFER.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00003887,V00370,PO0000640,CT000370,P0088,Mexico,EUR,2026-02-06,2026-02-07,15152.4,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT,"Robles, Taylor and James",Logistics,Mexico,60,Low,0.056,90,41747.97,Foods,45,Exception,2026-03-24,2026-03-17,Queued,Wire,2026-02-11,5,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,1,NONE,Morning,Processor 088,AP Europe,137,0.0483,0.2499,1,Critical supply continuity,Approved,Plant Manager,1,45,2026-03-24,2026-03-24,7,7,1,1,30,0,0.056,0.2499,0.0483,0,0,0,0,0,0.36,0.55,0.2,9.62598020820081,Medium,UPR,2026-03,45,2026-03-24,0,2026-03-24,0,1.0,0.6955062466519928,UPR,Release before contractual due date; PO/invoice payment term mismatch; Manual override,3,APPROVE,Ready to Release,High,"Invoice INV00003887 has been flagged because it is scheduled to release 7 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 5.6%. Recommended action: APPROVE.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00003891,V00272,PO0000921,CT000272,P0040,USA,GBP,2025-09-11,2025-09-16,20945.21,60,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Gray-Myers,Raw Materials,USA,60,Low,0.0217,30,65310.23,Ice Cream,60,Standard,2025-11-15,2025-10-30,Queued,ACH,2025-09-16,23,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 040,AP Europe,48,0.3109,0.5052,0,,Not Applicable,,0,60,2025-11-15,2025-11-17,16,16,1,1,-30,0,0.0217,0.5052,0.3109,1,0,0,1,0,0.25,0.7,0.2,9.949713002063412,High,Behavioural,2025-10,60,2025-11-15,2,2025-11-17,2,1.0,0.7823785849402082,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; PO/invoice payment term mismatch; Manual override,5,HOLD,Review Required,High,"Invoice INV00003891 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 2.2%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00003895,V00151,PO0001152,CT000151,P0036,South Africa,EUR,2025-06-08,2025-06-12,4588.35,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Mendez-Davis,IT Services,South Africa,30,Medium,0.1738,30,126374.78,Home Care,60,Standard,2025-08-11,2025-07-08,Queued,ACH,2025-06-14,26,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 036,AP India,167,0.3129,0.482,0,,Not Applicable,,0,60,2025-08-11,2025-08-12,34,34,1,0,0,0,0.1738,0.482,0.3129,0,0,0,1,0,0.4,0.7,0.2,8.4314936808262,Low,Behavioural,2025-07,60,2025-08-11,1,2025-08-12,1,1.0,0.8517293880238576,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override,4,HOLD,Review Required,Critical,"Invoice INV00003895 has been flagged because it is scheduled to release 34 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 17.4%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00003897,V00131,PO0000408,CT000131,P0012,USA,EUR,2025-07-11,2025-07-12,29028.99,45,Medium,Approved,CORA_SAP_SYSTEM_ERROR,Montgomery LLC,Logistics,USA,45,Low,0.142,45,102754.04,Nutrition,45,Standard,2025-08-12,2025-08-05,Queued,SEPA,2025-07-14,12,Released,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,1,TERM_CFG_ERR,Morning,Processor 012,AP India,180,0.5169,0.3741,0,,Not Applicable,,0,45,2025-08-26,2025-08-30,21,21,1,0,0,-14,0.142,0.3741,0.5169,0,0,0,1,1,0.25,0.65,0.2,10.27608471254738,High,System error,2025-08,45,2025-08-26,6,2025-09-01,4,0.6667,0.7751109768077501,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; Manual override,5,HOLD,Review Required,High,"Invoice INV00003897 has been flagged because it is scheduled to release 21 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 14.2%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00003900,V00147,PO0000716,CT000147,P0064,USA,EUR,2025-08-16,2025-08-17,15155.2,60,Medium,Pending,BEHAVIOURAL_QUEUE_CLEARANCE,"Myers, Smith and Floyd",Marketing,USA,60,Low,0.02,60,21152.61,Home Care,60,Standard,2025-10-16,2025-09-07,Queued,Cheque,2025-08-18,19,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Afternoon,Processor 064,AP Africa,75,0.3606,0.4673,0,,Not Applicable,,0,60,2025-10-16,2025-10-16,39,39,1,0,0,0,0.02,0.4673,0.3606,0,1,0,1,0,0.25,0.7,0.55,9.62616496814538,Medium,Behavioural,2025-09,60,2025-10-16,0,2025-10-16,0,1.0,0.6629966774403413,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early,3,HOLD,Review Required,High,"Invoice INV00003900 has been flagged because it is scheduled to release 39 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 2.0%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00003904,V00008,PO0001205,CT000008,P0041,Indonesia,BRL,2026-01-07,2026-01-12,5326.24,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Merritt and Sons,Logistics,Indonesia,60,Medium,0.3555,60,3986.92,Home Care,60,Standard,2026-03-13,2026-02-08,Queued,ACH,2026-01-13,11,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 041,AP Africa,52,0.3611,0.47,0,,Not Applicable,,0,60,2026-03-13,2026-03-13,33,33,1,0,0,0,0.3555,0.47,0.3611,0,1,0,1,0,0.38,0.7,0.2,8.580588559403154,Low,Behavioural,2026-02,60,2026-03-13,1,2026-03-14,0,0.8333,0.6511869581172468,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override; Repeat vendor early payment pattern,5,HOLD,Review Required,High,"Invoice INV00003904 has been flagged because it is scheduled to release 33 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 35.5%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
