audit_id,invoice_id,action_taken,triggered_by,timestamp,root_cause,recommendation,risk_score,final_status,comments
AUD00001797,INV00003581,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:45:11,UPR,APPROVE until 2025-12-09 00:00:00,0.7387,Closed,"Invoice INV00003581 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 13.0%. Recommended action: APPROVE."
AUD00001798,INV00003585,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:45:12,Behavioural,DEFER until 2025-09-29 00:00:00,0.7017,Open,"Invoice INV00003585 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 56.8%. Recommended action: DEFER."
AUD00001799,INV00003589,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:13,UPR,HOLD until 2025-08-31 00:00:00,0.811,Open,"Invoice INV00003589 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 31.2%. Recommended action: HOLD."
AUD00001800,INV00003591,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:14,UPR,HOLD until 2026-01-30 00:00:00,0.8515,Open,"Invoice INV00003591 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 35.1%. Recommended action: HOLD."
AUD00001801,INV00003592,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:15,System error,HOLD until 2025-05-17 00:00:00,0.5305,Open,"Invoice INV00003592 has been flagged because it is scheduled to release 20 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 23.4%. Recommended action: HOLD."
AUD00001802,INV00003593,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:16,Behavioural,HOLD until 2025-11-01 00:00:00,0.7203,Open,"Invoice INV00003593 has been flagged because it is scheduled to release 28 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 6.8%. Recommended action: HOLD."
AUD00001803,INV00003594,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:17,System error,HOLD until 2026-03-18 00:00:00,0.5756,Open,"Invoice INV00003594 has been flagged because it is scheduled to release 33 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 26.3%. Recommended action: HOLD."
AUD00001804,INV00003599,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:18,Insufficient audit trail,HOLD until 2026-02-24 00:00:00,0.3932,Open,"Invoice INV00003599 has been flagged because it is scheduled to release 25 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 32.2%. Recommended action: HOLD."
AUD00001805,INV00003604,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:19,Insufficient audit trail,HOLD until 2026-05-27 00:00:00,0.6854,Open,"Invoice INV00003604 has been flagged because it is scheduled to release 45 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 24.9%. Recommended action: HOLD."
AUD00001806,INV00003607,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:20,Behavioural,HOLD until 2025-12-14 00:00:00,0.6286,Open,"Invoice INV00003607 has been flagged because it is scheduled to release 37 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 19.3%. Recommended action: HOLD."
AUD00001807,INV00003610,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:21,Behavioural,HOLD until 2025-03-14 00:00:00,0.6693,Open,"Invoice INV00003610 has been flagged because it is scheduled to release 15 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 5.6%. Recommended action: HOLD."
AUD00001808,INV00003611,ESCALATE,ML Risk Scorer + Rule Engine,2026-05-11 20:45:22,Behavioural,ESCALATE until 2026-01-06 00:00:00,0.901,Open,"Invoice INV00003611 has been flagged because it is scheduled to release 39 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 22.8%. Recommended action: ESCALATE."
AUD00001809,INV00003613,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:45:23,UPR,APPROVE until 2025-09-26 00:00:00,0.7248,Closed,"Invoice INV00003613 has been flagged because it is scheduled to release 15 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 11.5%. Recommended action: APPROVE."
AUD00001810,INV00003617,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:45:24,System error,DEFER until 2025-09-05 00:00:00,0.7959,Open,"Invoice INV00003617 has been flagged because it is scheduled to release 8 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 20.0%. Recommended action: DEFER."
AUD00001811,INV00003619,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:25,Behavioural,HOLD until 2025-10-31 00:00:00,0.8746,Open,"Invoice INV00003619 has been flagged because it is scheduled to release 26 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 36.6%. Recommended action: HOLD."
AUD00001812,INV00003621,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:45:26,UPR,DEFER until 2026-05-01 00:00:00,0.7312,Open,"Invoice INV00003621 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 15.5%. Recommended action: DEFER."
AUD00001813,INV00003624,ESCALATE,ML Risk Scorer + Rule Engine,2026-05-11 20:45:27,UPR,ESCALATE until 2026-04-14 00:00:00,0.8105,Open,"Invoice INV00003624 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 22.1%. Recommended action: ESCALATE."
AUD00001814,INV00003625,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:45:28,System error,DEFER until 2025-10-15 00:00:00,0.743,Open,"Invoice INV00003625 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 23.0%. Recommended action: DEFER."
AUD00001815,INV00003626,ESCALATE,ML Risk Scorer + Rule Engine,2026-05-11 20:45:29,System error,ESCALATE until 2025-05-13 00:00:00,0.8871,Open,"Invoice INV00003626 has been flagged because it is scheduled to release 35 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 18.6%. Recommended action: ESCALATE."
AUD00001816,INV00003628,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:30,System error,HOLD until 2025-12-20 00:00:00,0.4399,Open,"Invoice INV00003628 has been flagged because it is scheduled to release 27 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 2.5%. Recommended action: HOLD."
AUD00001817,INV00003629,ESCALATE,ML Risk Scorer + Rule Engine,2026-05-11 20:45:31,Behavioural,ESCALATE until 2025-03-16 00:00:00,0.5875,Open,"Invoice INV00003629 has been flagged because it is scheduled to release 26 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 32.8%. Recommended action: ESCALATE."
AUD00001818,INV00003632,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:32,Behavioural,HOLD until 2025-11-30 00:00:00,0.7182,Open,"Invoice INV00003632 has been flagged because it is scheduled to release 40 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 7.6%. Recommended action: HOLD."
AUD00001819,INV00003633,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:45:33,System error,DEFER until 2026-04-28 00:00:00,0.6459,Open,"Invoice INV00003633 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 6.5%. Recommended action: DEFER."
AUD00001820,INV00003634,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:45:34,Not applicable / on-time,DEFER until 2026-03-04 00:00:00,0.7486,Open,"Invoice INV00003634 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 31.2%. Recommended action: DEFER."
AUD00001821,INV00003635,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:45:35,Behavioural,APPROVE until 2026-01-26 00:00:00,0.6803,Closed,"Invoice INV00003635 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 20.9%. Recommended action: APPROVE."
AUD00001822,INV00003636,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:36,UPR,HOLD until 2025-06-21 00:00:00,0.7669,Open,"Invoice INV00003636 has been flagged because it is scheduled to release 5 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 7.5%. Recommended action: HOLD."
AUD00001823,INV00003637,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:37,System error,HOLD until 2025-11-04 00:00:00,0.6069,Open,"Invoice INV00003637 has been flagged because it is scheduled to release 19 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 29.7%. Recommended action: HOLD."
AUD00001824,INV00003640,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:38,Insufficient audit trail,HOLD until 2025-03-13 00:00:00,0.2572,Open,"Invoice INV00003640 has been flagged because it is scheduled to release 26 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 15.4%. Recommended action: HOLD."
AUD00001825,INV00003641,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:45:39,UPR,APPROVE until 2025-02-09 00:00:00,0.7072,Closed,"Invoice INV00003641 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 20.4%. Recommended action: APPROVE."
AUD00001826,INV00003643,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:40,System error,HOLD until 2026-06-20 00:00:00,0.7296,Open,"Invoice INV00003643 has been flagged because it is scheduled to release 34 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 16.7%. Recommended action: HOLD."
AUD00001827,INV00003644,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:41,Insufficient audit trail,HOLD until 2025-12-05 00:00:00,0.3073,Open,"Invoice INV00003644 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 20.2%. Recommended action: HOLD."
AUD00001828,INV00003645,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:42,System error,HOLD until 2026-01-27 00:00:00,0.7857,Open,"Invoice INV00003645 has been flagged because it is scheduled to release 33 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 8.3%. Recommended action: HOLD."
AUD00001829,INV00003646,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:43,Insufficient audit trail,HOLD until 2025-03-23 00:00:00,0.3268,Open,"Invoice INV00003646 has been flagged because it is scheduled to release 26 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 18.5%. Recommended action: HOLD."
AUD00001830,INV00003649,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:44,System error,HOLD until 2026-01-22 00:00:00,0.7822,Open,"Invoice INV00003649 has been flagged because it is scheduled to release 32 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 27.3%. Recommended action: HOLD."
AUD00001831,INV00003650,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:45,System error,HOLD until 2025-08-26 00:00:00,0.625,Open,"Invoice INV00003650 has been flagged because it is scheduled to release 19 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 24.7%. Recommended action: HOLD."
AUD00001832,INV00003652,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:45:46,Behavioural,DEFER until 2025-09-14 00:00:00,0.6373,Open,"Invoice INV00003652 has been flagged because it is scheduled to release 7 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 17.9%. Recommended action: DEFER."
AUD00001833,INV00003653,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:47,Insufficient audit trail,HOLD until 2025-12-05 00:00:00,0.334,Open,"Invoice INV00003653 has been flagged because it is scheduled to release 15 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 45.1%. Recommended action: HOLD."
AUD00001834,INV00003656,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:45:48,System error,DEFER until 2026-01-14 00:00:00,0.8199,Open,"Invoice INV00003656 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 25.7%. Recommended action: DEFER."
AUD00001835,INV00003657,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:49,Behavioural,HOLD until 2025-05-08 00:00:00,0.8438,Open,"Invoice INV00003657 has been flagged because it is scheduled to release 32 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 29.1%. Recommended action: HOLD."
AUD00001836,INV00003659,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:50,System error,HOLD until 2025-12-19 00:00:00,0.8132,Open,"Invoice INV00003659 has been flagged because it is scheduled to release 38 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 4.5%. Recommended action: HOLD."
AUD00001837,INV00003660,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:51,Behavioural,HOLD until 2025-02-26 00:00:00,0.7643,Open,"Invoice INV00003660 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 50.8%. Recommended action: HOLD."
AUD00001838,INV00003661,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:45:52,UPR,APPROVE until 2025-09-17 00:00:00,0.7299,Closed,"Invoice INV00003661 has been flagged because it is scheduled to release 15 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 1.0%. Recommended action: APPROVE."
AUD00001839,INV00003662,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:45:53,Not applicable / on-time,DEFER until 2025-11-09 00:00:00,0.5855,Open,"Invoice INV00003662 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 36.5%. Recommended action: DEFER."
AUD00001840,INV00003663,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:45:54,Not applicable / on-time,DEFER until 2025-04-09 00:00:00,0.5941,Open,"Invoice INV00003663 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 11.4%. Recommended action: DEFER."
AUD00001841,INV00003664,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:55,Behavioural,HOLD until 2025-11-30 00:00:00,0.6668,Open,"Invoice INV00003664 has been flagged because it is scheduled to release 30 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 17.4%. Recommended action: HOLD."
AUD00001842,INV00003667,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:45:56,Not applicable / on-time,DEFER until 2025-07-09 00:00:00,0.6048,Open,"Invoice INV00003667 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 2.0%. Recommended action: DEFER."
AUD00001843,INV00003668,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:57,Behavioural,HOLD until 2025-07-17 00:00:00,0.8523,Open,"Invoice INV00003668 has been flagged because it is scheduled to release 30 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 29.3%. Recommended action: HOLD."
AUD00001844,INV00003669,ESCALATE,ML Risk Scorer + Rule Engine,2026-05-11 20:45:58,UPR,ESCALATE until 2025-12-08 00:00:00,0.7151,Open,"Invoice INV00003669 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 55.5%. Recommended action: ESCALATE."
AUD00001845,INV00003670,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:45:59,Behavioural,HOLD until 2025-11-29 00:00:00,0.68,Open,"Invoice INV00003670 has been flagged because it is scheduled to release 24 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 6.4%. Recommended action: HOLD."
AUD00001846,INV00003671,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:00,System error,HOLD until 2025-11-26 00:00:00,0.7104,Open,"Invoice INV00003671 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 31.9%. Recommended action: HOLD."
AUD00001847,INV00003673,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:01,System error,HOLD until 2025-03-16 00:00:00,0.6917,Open,"Invoice INV00003673 has been flagged because it is scheduled to release 23 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 25.1%. Recommended action: HOLD."
AUD00001848,INV00003674,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:02,System error,HOLD until 2025-02-18 00:00:00,0.8225,Open,"Invoice INV00003674 has been flagged because it is scheduled to release 27 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 36.4%. Recommended action: HOLD."
AUD00001849,INV00003676,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:46:03,UPR,APPROVE until 2025-08-06 00:00:00,0.6691,Closed,"Invoice INV00003676 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 15.4%. Recommended action: APPROVE."
AUD00001850,INV00003678,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:46:04,Not applicable / on-time,DEFER until 2025-11-20 00:00:00,0.6544,Open,"Invoice INV00003678 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 22.4%. Recommended action: DEFER."
AUD00001851,INV00003681,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:46:05,UPR,DEFER until 2025-08-15 00:00:00,0.7778,Open,"Invoice INV00003681 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 8.1%. Recommended action: DEFER."
AUD00001852,INV00003682,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:46:06,Not applicable / on-time,DEFER until 2025-04-07 00:00:00,0.6104,Open,"Invoice INV00003682 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 37.6%. Recommended action: DEFER."
AUD00001853,INV00003683,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:07,System error,HOLD until 2025-11-11 00:00:00,0.8108,Open,"Invoice INV00003683 has been flagged because it is scheduled to release 22 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 26.4%. Recommended action: HOLD."
AUD00001854,INV00003689,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:46:08,Not applicable / on-time,DEFER until 2025-10-09 00:00:00,0.6417,Open,"Invoice INV00003689 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 13.1%. Recommended action: DEFER."
AUD00001855,INV00003690,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:09,System error,HOLD until 2025-03-26 00:00:00,0.6638,Open,"Invoice INV00003690 has been flagged because it is scheduled to release 25 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 28.1%. Recommended action: HOLD."
AUD00001856,INV00003692,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:10,System error,HOLD until 2025-04-23 00:00:00,0.7747,Open,"Invoice INV00003692 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 20.4%. Recommended action: HOLD."
AUD00001857,INV00003693,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:11,Behavioural,HOLD until 2025-06-27 00:00:00,0.6825,Open,"Invoice INV00003693 has been flagged because it is scheduled to release 42 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 37.2%. Recommended action: HOLD."
AUD00001858,INV00003696,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:12,Behavioural,HOLD until 2025-08-29 00:00:00,0.9043,Open,"Invoice INV00003696 has been flagged because it is scheduled to release 37 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 35.1%. Recommended action: HOLD."
AUD00001859,INV00003699,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:13,Behavioural,HOLD until 2025-08-18 00:00:00,0.8387,Open,"Invoice INV00003699 has been flagged because it is scheduled to release 27 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 22.8%. Recommended action: HOLD."
AUD00001860,INV00003700,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:14,System error,HOLD until 2026-05-14 00:00:00,0.8276,Open,"Invoice INV00003700 has been flagged because it is scheduled to release 25 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 28.1%. Recommended action: HOLD."
AUD00001861,INV00003701,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:46:15,UPR,APPROVE until 2026-02-06 00:00:00,0.743,Closed,"Invoice INV00003701 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 31.3%. Recommended action: APPROVE."
AUD00001862,INV00003702,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:16,System error,HOLD until 2026-03-28 00:00:00,0.5753,Open,"Invoice INV00003702 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 36.6%. Recommended action: HOLD."
AUD00001863,INV00003704,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:17,Behavioural,HOLD until 2026-04-12 00:00:00,0.7953,Open,"Invoice INV00003704 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 29.5%. Recommended action: HOLD."
AUD00001864,INV00003707,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:46:18,Not applicable / on-time,APPROVE until 2025-06-22 00:00:00,0.6327,Closed,"Invoice INV00003707 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 12.0%. Recommended action: APPROVE."
AUD00001865,INV00003708,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:19,Behavioural,HOLD until 2025-10-28 00:00:00,0.4664,Open,"Invoice INV00003708 has been flagged because it is scheduled to release 32 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 42.9%. Recommended action: HOLD."
AUD00001866,INV00003711,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:20,Insufficient audit trail,HOLD until 2025-12-19 00:00:00,0.4568,Open,"Invoice INV00003711 has been flagged because it is scheduled to release 32 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 52.7%. Recommended action: HOLD."
AUD00001867,INV00003712,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:46:21,Not applicable / on-time,APPROVE until 2026-05-01 00:00:00,0.6666,Closed,"Invoice INV00003712 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 14.7%. Recommended action: APPROVE."
AUD00001868,INV00003718,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:22,Behavioural,HOLD until 2025-09-07 00:00:00,0.8263,Open,"Invoice INV00003718 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 24.1%. Recommended action: HOLD."
AUD00001869,INV00003719,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:23,Behavioural,HOLD until 2025-02-28 00:00:00,0.795,Open,"Invoice INV00003719 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 24.9%. Recommended action: HOLD."
AUD00001870,INV00003724,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:24,Behavioural,HOLD until 2025-09-22 00:00:00,0.8868,Open,"Invoice INV00003724 has been flagged because it is scheduled to release 19 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 32.2%. Recommended action: HOLD."
AUD00001871,INV00003725,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:46:25,Not applicable / on-time,DEFER until 2026-02-12 00:00:00,0.5101,Open,"Invoice INV00003725 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 5.3%. Recommended action: DEFER."
AUD00001872,INV00003726,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:26,Behavioural,HOLD until 2025-04-16 00:00:00,0.5611,Open,"Invoice INV00003726 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 35.1%. Recommended action: HOLD."
AUD00001873,INV00003729,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:27,Behavioural,HOLD until 2025-07-25 00:00:00,0.862,Open,"Invoice INV00003729 has been flagged because it is scheduled to release 35 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 35.2%. Recommended action: HOLD."
AUD00001874,INV00003731,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:28,Insufficient audit trail,HOLD until 2025-10-03 00:00:00,0.346,Open,"Invoice INV00003731 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 36.7%. Recommended action: HOLD."
AUD00001875,INV00003733,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:46:29,Not applicable / on-time,DEFER until 2025-11-12 00:00:00,0.643,Open,"Invoice INV00003733 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 25.4%. Recommended action: DEFER."
AUD00001876,INV00003737,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:30,Behavioural,HOLD until 2025-08-10 00:00:00,0.6492,Open,"Invoice INV00003737 has been flagged because it is scheduled to release 27 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 25.0%. Recommended action: HOLD."
AUD00001877,INV00003738,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:31,System error,HOLD until 2026-02-07 00:00:00,0.5439,Open,"Invoice INV00003738 has been flagged because it is scheduled to release 24 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 19.0%. Recommended action: HOLD."
AUD00001878,INV00003739,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:32,System error,HOLD until 2025-07-19 00:00:00,0.7879,Open,"Invoice INV00003739 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 21.0%. Recommended action: HOLD."
AUD00001879,INV00003743,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:33,System error,HOLD until 2026-01-04 00:00:00,0.7678,Open,"Invoice INV00003743 has been flagged because it is scheduled to release 32 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 7.5%. Recommended action: HOLD."
AUD00001880,INV00003746,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:46:34,System error,DEFER until 2025-11-09 00:00:00,0.7404,Open,"Invoice INV00003746 has been flagged because it is scheduled to release 14 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 27.4%. Recommended action: DEFER."
